state,date,year,month,unemployment_rate
Mississippi,2023-09-01,2023,9,2.9
Mississippi,2023-10-01,2023,10,2.7
Mississippi,2023-11-01,2023,11,2.4
Mississippi,2023-12-01,2023,12,2.5
Mississippi,2024-01-01,2024,1,3.1
Mississippi,2024-02-01,2024,2,2.7
Mississippi,2024-03-01,2024,3,2.5
Mississippi,2024-04-01,2024,4,2.0
Mississippi,2024-05-01,2024,5,2.9
Mississippi,2024-06-01,2024,6,3.9
Mississippi,2024-07-01,2024,7,3.7
Mississippi,2024-08-01,2024,8,3.5
Mississippi,2024-09-01,2024,9,3.3
Mississippi,2024-10-01,2024,10,3.3
Mississippi,2024-11-01,2024,11,3.4
Mississippi,2024-12-01,2024,12,3.5
Mississippi,2025-01-01,2025,1,3.7
Mississippi,2025-02-01,2025,2,4.1
Mississippi,2025-03-01,2025,3,4.0
Mississippi,2025-04-01,2025,4,3.5
Mississippi,2025-05-01,2025,5,3.8
Mississippi,2025-06-01,2025,6,4.5
Mississippi,2025-07-01,2025,7,4.5
Mississippi,2025-08-01,2025,8,4.2
Mississippi,2025-09-01,2025,9,3.6
Mississippi,2025-10-01,2025,10,
Mississippi,2025-11-01,2025,11,3.9
Mississippi,2025-12-01,2025,12,3.1
Missouri,2006-01-01,2006,1,5.3
Missouri,2006-02-01,2006,2,5.5
Missouri,2006-03-01,2006,3,5.1
Missouri,2006-04-01,2006,4,4.5
Missouri,2006-05-01,2006,5,4.5
Missouri,2006-06-01,2006,6,4.9
Missouri,2006-07-01,2006,7,5.1
Missouri,2006-08-01,2006,8,5.0
Missouri,2006-09-01,2006,9,4.7
Missouri,2006-10-01,2006,10,4.5
Missouri,2006-11-01,2006,11,4.6
Missouri,2006-12-01,2006,12,4.6
Missouri,2007-01-01,2007,1,5.4
Missouri,2007-02-01,2007,2,5.5
Missouri,2007-03-01,2007,3,5.0
Missouri,2007-04-01,2007,4,4.5
Missouri,2007-05-01,2007,5,4.7
Missouri,2007-06-01,2007,6,5.2
Missouri,2007-07-01,2007,7,5.4
Missouri,2007-08-01,2007,8,5.2
Missouri,2007-09-01,2007,9,5.1
Missouri,2007-10-01,2007,10,5.0
Missouri,2007-11-01,2007,11,4.9
Missouri,2007-12-01,2007,12,5.3
Missouri,2008-01-01,2008,1,6.0
Missouri,2008-02-01,2008,2,5.8
Missouri,2008-03-01,2008,3,5.9
Missouri,2008-04-01,2008,4,4.9
Missouri,2008-05-01,2008,5,5.7
Missouri,2008-06-01,2008,6,5.9
Missouri,2008-07-01,2008,7,6.4
Missouri,2008-08-01,2008,8,6.5
Missouri,2008-09-01,2008,9,6.1
Missouri,2008-10-01,2008,10,6.2
Missouri,2008-11-01,2008,11,6.7
Missouri,2008-12-01,2008,12,7.4
Missouri,2009-01-01,2009,1,8.8
Missouri,2009-02-01,2009,2,9.2
Missouri,2009-03-01,2009,3,9.2
Missouri,2009-04-01,2009,4,8.3
Missouri,2009-05-01,2009,5,9.0
Missouri,2009-06-01,2009,6,9.4
Missouri,2009-07-01,2009,7,9.5
Missouri,2009-08-01,2009,8,9.4
Missouri,2009-09-01,2009,9,9.1
Missouri,2009-10-01,2009,10,9.0
Missouri,2009-11-01,2009,11,9.1
Missouri,2009-12-01,2009,12,9.3
Missouri,2010-01-01,2010,1,10.3
Missouri,2010-02-01,2010,2,10.4
Missouri,2010-03-01,2010,3,10.1
Missouri,2010-04-01,2010,4,9.1
Missouri,2010-05-01,2010,5,9.1
Missouri,2010-06-01,2010,6,9.2
Missouri,2010-07-01,2010,7,9.6
Missouri,2010-08-01,2010,8,9.4
Missouri,2010-09-01,2010,9,8.9
Missouri,2010-10-01,2010,10,8.8
Missouri,2010-11-01,2010,11,9.2
Missouri,2010-12-01,2010,12,9.1
Missouri,2011-01-01,2011,1,9.9
Missouri,2011-02-01,2011,2,9.7
Missouri,2011-03-01,2011,3,9.2
Missouri,2011-04-01,2011,4,8.4
Missouri,2011-05-01,2011,5,8.6
Missouri,2011-06-01,2011,6,8.8
Missouri,2011-07-01,2011,7,8.8
Missouri,2011-08-01,2011,8,8.7
Missouri,2011-09-01,2011,9,8.1
Missouri,2011-10-01,2011,10,7.7
Missouri,2011-11-01,2011,11,7.4
Missouri,2011-12-01,2011,12,7.5
Missouri,2012-01-01,2012,1,7.9
Missouri,2012-02-01,2012,2,8.1
Missouri,2012-03-01,2012,3,7.8
Missouri,2012-04-01,2012,4,6.7
Missouri,2012-05-01,2012,5,6.9
Missouri,2012-06-01,2012,6,7.2
Missouri,2012-07-01,2012,7,7.6
Missouri,2012-08-01,2012,8,7.2
Missouri,2012-09-01,2012,9,6.3
Missouri,2012-10-01,2012,10,6.5
Missouri,2012-11-01,2012,11,6.4
Missouri,2012-12-01,2012,12,6.7
Missouri,2013-01-01,2013,1,7.7
Missouri,2013-02-01,2013,2,7.5
Missouri,2013-03-01,2013,3,7.1
Missouri,2013-04-01,2013,4,6.3
Missouri,2013-05-01,2013,5,6.7
Missouri,2013-06-01,2013,6,7.1
Missouri,2013-07-01,2013,7,7.3
Missouri,2013-08-01,2013,8,6.9
Missouri,2013-09-01,2013,9,6.1
Missouri,2013-10-01,2013,10,6.1
Missouri,2013-11-01,2013,11,6.0
Missouri,2013-12-01,2013,12,6.2
Missouri,2014-01-01,2014,1,7.2
Missouri,2014-02-01,2014,2,7.5
Missouri,2014-03-01,2014,3,7.2
Missouri,2014-04-01,2014,4,5.8
Missouri,2014-05-01,2014,5,6.2
Missouri,2014-06-01,2014,6,6.3
Missouri,2014-07-01,2014,7,6.6
Missouri,2014-08-01,2014,8,6.2
Missouri,2014-09-01,2014,9,5.5
Missouri,2014-10-01,2014,10,5.1
Missouri,2014-11-01,2014,11,5.3
Missouri,2014-12-01,2014,12,5.3
Missouri,2015-01-01,2015,1,6.2
Missouri,2015-02-01,2015,2,6.1
Missouri,2015-03-01,2015,3,5.9
Missouri,2015-04-01,2015,4,5.2
Missouri,2015-05-01,2015,5,5.4
Missouri,2015-06-01,2015,6,5.3
Missouri,2015-07-01,2015,7,5.5
Missouri,2015-08-01,2015,8,4.9
Missouri,2015-09-01,2015,9,4.3
Missouri,2015-10-01,2015,10,4.2
Missouri,2015-11-01,2015,11,4.2
Missouri,2015-12-01,2015,12,4.2
Missouri,2016-01-01,2016,1,4.9
Missouri,2016-02-01,2016,2,5.0
Missouri,2016-03-01,2016,3,4.9
Missouri,2016-04-01,2016,4,4.3
Missouri,2016-05-01,2016,5,4.3
Missouri,2016-06-01,2016,6,4.8
Missouri,2016-07-01,2016,7,5.1
Missouri,2016-08-01,2016,8,5.0
Missouri,2016-09-01,2016,9,4.3
Missouri,2016-10-01,2016,10,4.1
Missouri,2016-11-01,2016,11,3.8
Missouri,2016-12-01,2016,12,4.1
Missouri,2017-01-01,2017,1,4.7
Missouri,2017-02-01,2017,2,4.7
Missouri,2017-03-01,2017,3,4.3
Missouri,2017-04-01,2017,4,3.6
Missouri,2017-05-01,2017,5,3.8
Missouri,2017-06-01,2017,6,3.7
Missouri,2017-07-01,2017,7,4.1
Missouri,2017-08-01,2017,8,4.0
Missouri,2017-09-01,2017,9,3.1
Missouri,2017-10-01,2017,10,2.9
Missouri,2017-11-01,2017,11,3.2
Missouri,2017-12-01,2017,12,3.3
Missouri,2018-01-01,2018,1,4.1
Missouri,2018-02-01,2018,2,4.0
Missouri,2018-03-01,2018,3,3.8
Missouri,2018-04-01,2018,4,3.1
Missouri,2018-05-01,2018,5,3.1
Missouri,2018-06-01,2018,6,3.3
Missouri,2018-07-01,2018,7,3.5
Missouri,2018-08-01,2018,8,3.2
Missouri,2018-09-01,2018,9,2.5
Missouri,2018-10-01,2018,10,2.5
Missouri,2018-11-01,2018,11,2.6
Missouri,2018-12-01,2018,12,3.0
Missouri,2019-01-01,2019,1,3.9
Missouri,2019-02-01,2019,2,3.7
Missouri,2019-03-01,2019,3,3.7
Missouri,2019-04-01,2019,4,2.8
Missouri,2019-05-01,2019,5,3.0
Missouri,2019-06-01,2019,6,3.2
Missouri,2019-07-01,2019,7,3.6
Missouri,2019-08-01,2019,8,3.3
Missouri,2019-09-01,2019,9,2.6
Missouri,2019-10-01,2019,10,2.8
Missouri,2019-11-01,2019,11,3.0
Missouri,2019-12-01,2019,12,3.2
Missouri,2020-01-01,2020,1,3.8
Missouri,2020-02-01,2020,2,3.5
Missouri,2020-03-01,2020,3,4.2
Missouri,2020-04-01,2020,4,10.9
Missouri,2020-05-01,2020,5,9.9
Missouri,2020-06-01,2020,6,8.5
Missouri,2020-07-01,2020,7,8.0
Missouri,2020-08-01,2020,8,6.3
Missouri,2020-09-01,2020,9,5.2
Missouri,2020-10-01,2020,10,4.5
Missouri,2020-11-01,2020,11,4.5
Missouri,2020-12-01,2020,12,4.9
Missouri,2021-01-01,2021,1,5.5
Missouri,2021-02-01,2021,2,5.3
Missouri,2021-03-01,2021,3,5.0
Missouri,2021-04-01,2021,4,4.5
Missouri,2021-05-01,2021,5,4.7
Missouri,2021-06-01,2021,6,4.8
Missouri,2021-07-01,2021,7,4.4
Missouri,2021-08-01,2021,8,4.0
Missouri,2021-09-01,2021,9,3.1
Missouri,2021-10-01,2021,10,3.1
Missouri,2021-11-01,2021,11,2.8
Missouri,2021-12-01,2021,12,2.8
Missouri,2022-01-01,2022,1,3.5
Missouri,2022-02-01,2022,2,3.2
Missouri,2022-03-01,2022,3,2.9
Missouri,2022-04-01,2022,4,2.1
Missouri,2022-05-01,2022,5,2.3
Missouri,2022-06-01,2022,6,2.4
Missouri,2022-07-01,2022,7,2.9
Missouri,2022-08-01,2022,8,2.8
Missouri,2022-09-01,2022,9,2.0
Missouri,2022-10-01,2022,10,2.5
Missouri,2022-11-01,2022,11,2.4
Missouri,2022-12-01,2022,12,2.4
Missouri,2023-01-01,2023,1,3.2
Missouri,2023-02-01,2023,2,3.2
Missouri,2023-03-01,2023,3,3.1
Missouri,2023-04-01,2023,4,2.6
Missouri,2023-05-01,2023,5,3.1
Missouri,2023-06-01,2023,6,3.3
Missouri,2023-07-01,2023,7,3.4
Missouri,2023-08-01,2023,8,3.4
Missouri,2023-09-01,2023,9,2.8
Missouri,2023-10-01,2023,10,3.2
Missouri,2023-11-01,2023,11,2.9
Missouri,2023-12-01,2023,12,3.1
Missouri,2024-01-01,2024,1,3.9
Missouri,2024-02-01,2024,2,4.1
Missouri,2024-03-01,2024,3,3.9
Missouri,2024-04-01,2024,4,3.3
Missouri,2024-05-01,2024,5,3.7
Missouri,2024-06-01,2024,6,3.9
Missouri,2024-07-01,2024,7,4.3
Missouri,2024-08-01,2024,8,3.9
Missouri,2024-09-01,2024,9,3.0
Missouri,2024-10-01,2024,10,3.3
Missouri,2024-11-01,2024,11,3.3
Missouri,2024-12-01,2024,12,3.2
Missouri,2025-01-01,2025,1,4.4
Missouri,2025-02-01,2025,2,4.4
Missouri,2025-03-01,2025,3,4.4
Missouri,2025-04-01,2025,4,3.8
Missouri,2025-05-01,2025,5,3.9
Missouri,2025-06-01,2025,6,4.4
Missouri,2025-07-01,2025,7,4.7
Missouri,2025-08-01,2025,8,4.5
Missouri,2025-09-01,2025,9,3.5
Missouri,2025-10-01,2025,10,
Missouri,2025-11-01,2025,11,3.5
Missouri,2025-12-01,2025,12,3.3
Montana,2006-01-01,2006,1,4.5
Montana,2006-02-01,2006,2,4.3
Montana,2006-03-01,2006,3,4.1
Montana,2006-04-01,2006,4,3.6
Montana,2006-05-01,2006,5,3.1
Montana,2006-06-01,2006,6,3.4
Montana,2006-07-01,2006,7,3.2
Montana,2006-08-01,2006,8,2.9
Montana,2006-09-01,2006,9,2.7
Montana,2006-10-01,2006,10,2.7
Montana,2006-11-01,2006,11,2.8
Montana,2006-12-01,2006,12,3.2
Montana,2007-01-01,2007,1,3.9
Montana,2007-02-01,2007,2,3.6
Montana,2007-03-01,2007,3,3.3
Montana,2007-04-01,2007,4,3.1
Montana,2007-05-01,2007,5,2.8
Montana,2007-06-01,2007,6,3.4
Montana,2007-07-01,2007,7,3.3
Montana,2007-08-01,2007,8,3.2
Montana,2007-09-01,2007,9,3.1
Montana,2007-10-01,2007,10,3.3
Montana,2007-11-01,2007,11,3.5
Montana,2007-12-01,2007,12,4.1
Montana,2008-01-01,2008,1,4.8
Montana,2008-02-01,2008,2,4.6
Montana,2008-03-01,2008,3,4.7
Montana,2008-04-01,2008,4,4.1
Montana,2008-05-01,2008,5,4.0
Montana,2008-06-01,2008,6,4.5
Montana,2008-07-01,2008,7,4.3
Montana,2008-08-01,2008,8,4.5
Montana,2008-09-01,2008,9,4.4
Montana,2008-10-01,2008,10,4.8
Montana,2008-11-01,2008,11,5.3
Montana,2008-12-01,2008,12,6.2
Montana,2009-01-01,2009,1,7.7
Montana,2009-02-01,2009,2,7.9
Montana,2009-03-01,2009,3,8.1
Montana,2009-04-01,2009,4,7.1
Montana,2009-05-01,2009,5,6.8
Montana,2009-06-01,2009,6,7.1
Montana,2009-07-01,2009,7,6.7
Montana,2009-08-01,2009,8,6.6
Montana,2009-09-01,2009,9,6.4
Montana,2009-10-01,2009,10,6.5
Montana,2009-11-01,2009,11,6.9
Montana,2009-12-01,2009,12,7.6
Montana,2010-01-01,2010,1,8.6
Montana,2010-02-01,2010,2,8.5
Montana,2010-03-01,2010,3,8.2
Montana,2010-04-01,2010,4,7.3
Montana,2010-05-01,2010,5,6.7
Montana,2010-06-01,2010,6,7.0
Montana,2010-07-01,2010,7,6.6
Montana,2010-08-01,2010,8,6.5
Montana,2010-09-01,2010,9,6.2
Montana,2010-10-01,2010,10,6.3
Montana,2010-11-01,2010,11,6.8
Montana,2010-12-01,2010,12,7.3
Montana,2011-01-01,2011,1,8.2
Montana,2011-02-01,2011,2,7.7
Montana,2011-03-01,2011,3,7.5
Montana,2011-04-01,2011,4,6.7
Montana,2011-05-01,2011,5,6.2
Montana,2011-06-01,2011,6,6.7
Montana,2011-07-01,2011,7,6.3
Montana,2011-08-01,2011,8,6.2
Montana,2011-09-01,2011,9,5.9
Montana,2011-10-01,2011,10,5.9
Montana,2011-11-01,2011,11,5.9
Montana,2011-12-01,2011,12,6.4
Montana,2012-01-01,2012,1,7.1
Montana,2012-02-01,2012,2,6.8
Montana,2012-03-01,2012,3,6.6
Montana,2012-04-01,2012,4,5.8
Montana,2012-05-01,2012,5,5.5
Montana,2012-06-01,2012,6,5.9
Montana,2012-07-01,2012,7,5.6
Montana,2012-08-01,2012,8,5.4
Montana,2012-09-01,2012,9,4.9
Montana,2012-10-01,2012,10,5.1
Montana,2012-11-01,2012,11,5.2
Montana,2012-12-01,2012,12,5.7
Montana,2013-01-01,2013,1,6.7
Montana,2013-02-01,2013,2,6.2
Montana,2013-03-01,2013,3,6.0
Montana,2013-04-01,2013,4,5.3
Montana,2013-05-01,2013,5,4.9
Montana,2013-06-01,2013,6,5.5
Montana,2013-07-01,2013,7,5.1
Montana,2013-08-01,2013,8,4.9
Montana,2013-09-01,2013,9,4.5
Montana,2013-10-01,2013,10,4.8
Montana,2013-11-01,2013,11,4.9
Montana,2013-12-01,2013,12,5.3
Montana,2014-01-01,2014,1,5.9
Montana,2014-02-01,2014,2,5.6
Montana,2014-03-01,2014,3,5.6
Montana,2014-04-01,2014,4,4.4
Montana,2014-05-01,2014,5,4.3
Montana,2014-06-01,2014,6,4.5
Montana,2014-07-01,2014,7,4.5
Montana,2014-08-01,2014,8,4.3
Montana,2014-09-01,2014,9,3.8
Montana,2014-10-01,2014,10,3.9
Montana,2014-11-01,2014,11,4.3
Montana,2014-12-01,2014,12,4.5
Montana,2015-01-01,2015,1,5.4
Montana,2015-02-01,2015,2,5.0
Montana,2015-03-01,2015,3,4.8
Montana,2015-04-01,2015,4,4.1
Montana,2015-05-01,2015,5,3.9
Montana,2015-06-01,2015,6,4.2
Montana,2015-07-01,2015,7,4.1
Montana,2015-08-01,2015,8,3.8
Montana,2015-09-01,2015,9,3.5
Montana,2015-10-01,2015,10,3.9
Montana,2015-11-01,2015,11,4.1
Montana,2015-12-01,2015,12,4.6
Montana,2016-01-01,2016,1,5.2
Montana,2016-02-01,2016,2,5.1
Montana,2016-03-01,2016,3,5.0
Montana,2016-04-01,2016,4,4.2
Montana,2016-05-01,2016,5,3.9
Montana,2016-06-01,2016,6,4.4
Montana,2016-07-01,2016,7,4.0
Montana,2016-08-01,2016,8,3.9
Montana,2016-09-01,2016,9,3.5
Montana,2016-10-01,2016,10,3.9
Montana,2016-11-01,2016,11,3.8
Montana,2016-12-01,2016,12,4.5
Montana,2017-01-01,2017,1,5.2
Montana,2017-02-01,2017,2,4.9
Montana,2017-03-01,2017,3,4.6
Montana,2017-04-01,2017,4,4.0
Montana,2017-05-01,2017,5,3.7
Montana,2017-06-01,2017,6,4.0
Montana,2017-07-01,2017,7,3.8
Montana,2017-08-01,2017,8,3.7
Montana,2017-09-01,2017,9,3.4
Montana,2017-10-01,2017,10,3.5
Montana,2017-11-01,2017,11,3.9
Montana,2017-12-01,2017,12,4.2
Montana,2018-01-01,2018,1,4.9
Montana,2018-02-01,2018,2,4.7
Montana,2018-03-01,2018,3,4.4
Montana,2018-04-01,2018,4,3.7
Montana,2018-05-01,2018,5,3.2
Montana,2018-06-01,2018,6,3.8
Montana,2018-07-01,2018,7,3.4
Montana,2018-08-01,2018,8,3.3
Montana,2018-09-01,2018,9,3.0
Montana,2018-10-01,2018,10,3.1
Montana,2018-11-01,2018,11,3.3
Montana,2018-12-01,2018,12,3.9
Montana,2019-01-01,2019,1,4.8
Montana,2019-02-01,2019,2,4.2
Montana,2019-03-01,2019,3,4.2
Montana,2019-04-01,2019,4,3.4
Montana,2019-05-01,2019,5,3.1
Montana,2019-06-01,2019,6,3.4
Montana,2019-07-01,2019,7,3.2
Montana,2019-08-01,2019,8,3.2
Montana,2019-09-01,2019,9,2.8
Montana,2019-10-01,2019,10,3.0
Montana,2019-11-01,2019,11,3.2
Montana,2019-12-01,2019,12,3.7
Montana,2020-01-01,2020,1,4.4
Montana,2020-02-01,2020,2,4.1
Montana,2020-03-01,2020,3,4.7
Montana,2020-04-01,2020,4,11.8
Montana,2020-05-01,2020,5,9.0
Montana,2020-06-01,2020,6,7.4
Montana,2020-07-01,2020,7,6.6
Montana,2020-08-01,2020,8,5.2
Montana,2020-09-01,2020,9,4.6
Montana,2020-10-01,2020,10,3.9
Montana,2020-11-01,2020,11,4.0
Montana,2020-12-01,2020,12,4.4
Montana,2021-01-01,2021,1,4.9
Montana,2021-02-01,2021,2,4.7
Montana,2021-03-01,2021,3,4.3
Montana,2021-04-01,2021,4,3.7
Montana,2021-05-01,2021,5,3.2
Montana,2021-06-01,2021,6,3.8
Montana,2021-07-01,2021,7,3.2
Montana,2021-08-01,2021,8,3.0
Montana,2021-09-01,2021,9,2.3
Montana,2021-10-01,2021,10,2.5
Montana,2021-11-01,2021,11,2.5
Montana,2021-12-01,2021,12,2.7
Montana,2022-01-01,2022,1,3.6
Montana,2022-02-01,2022,2,3.3
Montana,2022-03-01,2022,3,3.0
Montana,2022-04-01,2022,4,2.7
Montana,2022-05-01,2022,5,2.5
Montana,2022-06-01,2022,6,2.8
Montana,2022-07-01,2022,7,2.5
Montana,2022-08-01,2022,8,2.5
Montana,2022-09-01,2022,9,2.0
Montana,2022-10-01,2022,10,2.2
Montana,2022-11-01,2022,11,2.2
Montana,2022-12-01,2022,12,2.6
Montana,2023-01-01,2023,1,3.2
Montana,2023-02-01,2023,2,3.1
Montana,2023-03-01,2023,3,3.0
Montana,2023-04-01,2023,4,2.4
Montana,2023-05-01,2023,5,2.4
Montana,2023-06-01,2023,6,2.6
Montana,2023-07-01,2023,7,2.4
Montana,2023-08-01,2023,8,2.4
Montana,2023-09-01,2023,9,2.2
Montana,2023-10-01,2023,10,2.6
Montana,2023-11-01,2023,11,2.7
Montana,2023-12-01,2023,12,3.3
Montana,2024-01-01,2024,1,3.8
Montana,2024-02-01,2024,2,3.7
Montana,2024-03-01,2024,3,3.4
Montana,2024-04-01,2024,4,2.8
Montana,2024-05-01,2024,5,2.7
Montana,2024-06-01,2024,6,3.1
Montana,2024-07-01,2024,7,2.9
Montana,2024-08-01,2024,8,2.8
Montana,2024-09-01,2024,9,2.4
Montana,2024-10-01,2024,10,2.4
Montana,2024-11-01,2024,11,2.7
Montana,2024-12-01,2024,12,3.0
Montana,2025-01-01,2025,1,3.2
Montana,2025-02-01,2025,2,3.4
Montana,2025-03-01,2025,3,3.1
Montana,2025-04-01,2025,4,2.7
Montana,2025-05-01,2025,5,2.7
Montana,2025-06-01,2025,6,2.9
Montana,2025-07-01,2025,7,2.7
Montana,2025-08-01,2025,8,2.8
Montana,2025-09-01,2025,9,3.0
Montana,2025-10-01,2025,10,
Montana,2025-11-01,2025,11,3.4
Montana,2025-12-01,2025,12,3.7
Nebraska,2006-01-01,2006,1,3.6
Nebraska,2006-02-01,2006,2,3.5
Nebraska,2006-03-01,2006,3,3.3
Nebraska,2006-04-01,2006,4,3.1
Nebraska,2006-05-01,2006,5,2.8
Nebraska,2006-06-01,2006,6,3.2
Nebraska,2006-07-01,2006,7,3.3
Nebraska,2006-08-01,2006,8,2.9
Nebraska,2006-09-01,2006,9,2.8
Nebraska,2006-10-01,2006,10,2.7
Nebraska,2006-11-01,2006,11,2.7
Nebraska,2006-12-01,2006,12,2.7
Nebraska,2007-01-01,2007,1,3.4
Nebraska,2007-02-01,2007,2,3.3
Nebraska,2007-03-01,2007,3,2.9
Nebraska,2007-04-01,2007,4,2.7
Nebraska,2007-05-01,2007,5,2.9
Nebraska,2007-06-01,2007,6,3.3
Nebraska,2007-07-01,2007,7,3.2
Nebraska,2007-08-01,2007,8,2.8
Nebraska,2007-09-01,2007,9,2.8
Nebraska,2007-10-01,2007,10,2.8
Nebraska,2007-11-01,2007,11,2.8
Nebraska,2007-12-01,2007,12,2.7
Nebraska,2008-01-01,2008,1,3.3
Nebraska,2008-02-01,2008,2,3.3
Nebraska,2008-03-01,2008,3,3.2
Nebraska,2008-04-01,2008,4,2.9
Nebraska,2008-05-01,2008,5,3.0
Nebraska,2008-06-01,2008,6,3.4
Nebraska,2008-07-01,2008,7,3.4
Nebraska,2008-08-01,2008,8,3.1
Nebraska,2008-09-01,2008,9,3.2
Nebraska,2008-10-01,2008,10,3.2
Nebraska,2008-11-01,2008,11,3.2
Nebraska,2008-12-01,2008,12,3.6
Nebraska,2009-01-01,2009,1,4.6
Nebraska,2009-02-01,2009,2,4.6
Nebraska,2009-03-01,2009,3,4.8
Nebraska,2009-04-01,2009,4,4.5
Nebraska,2009-05-01,2009,5,4.6
Nebraska,2009-06-01,2009,6,4.9
Nebraska,2009-07-01,2009,7,4.8
Nebraska,2009-08-01,2009,8,4.6
Nebraska,2009-09-01,2009,9,4.6
Nebraska,2009-10-01,2009,10,4.4
Nebraska,2009-11-01,2009,11,4.3
Nebraska,2009-12-01,2009,12,4.7
Nebraska,2010-01-01,2010,1,5.4
Nebraska,2010-02-01,2010,2,5.4
Nebraska,2010-03-01,2010,3,5.2
Nebraska,2010-04-01,2010,4,4.6
Nebraska,2010-05-01,2010,5,4.4
Nebraska,2010-06-01,2010,6,4.9
Nebraska,2010-07-01,2010,7,4.6
Nebraska,2010-08-01,2010,8,4.3
Nebraska,2010-09-01,2010,9,4.3
Nebraska,2010-10-01,2010,10,4.2
Nebraska,2010-11-01,2010,11,4.2
Nebraska,2010-12-01,2010,12,4.3
Nebraska,2011-01-01,2011,1,5.0
Nebraska,2011-02-01,2011,2,4.9
Nebraska,2011-03-01,2011,3,4.7
Nebraska,2011-04-01,2011,4,4.3
Nebraska,2011-05-01,2011,5,4.3
Nebraska,2011-06-01,2011,6,4.7
Nebraska,2011-07-01,2011,7,4.5
Nebraska,2011-08-01,2011,8,4.3
Nebraska,2011-09-01,2011,9,4.1
Nebraska,2011-10-01,2011,10,4.0
Nebraska,2011-11-01,2011,11,3.8
Nebraska,2011-12-01,2011,12,4.1
Nebraska,2012-01-01,2012,1,4.4
Nebraska,2012-02-01,2012,2,4.5
Nebraska,2012-03-01,2012,3,4.2
Nebraska,2012-04-01,2012,4,3.7
Nebraska,2012-05-01,2012,5,3.7
Nebraska,2012-06-01,2012,6,4.1
Nebraska,2012-07-01,2012,7,4.2
Nebraska,2012-08-01,2012,8,3.8
Nebraska,2012-09-01,2012,9,3.5
Nebraska,2012-10-01,2012,10,3.6
Nebraska,2012-11-01,2012,11,3.4
Nebraska,2012-12-01,2012,12,3.8
Nebraska,2013-01-01,2013,1,4.4
Nebraska,2013-02-01,2013,2,4.2
Nebraska,2013-03-01,2013,3,3.9
Nebraska,2013-04-01,2013,4,3.6
Nebraska,2013-05-01,2013,5,3.7
Nebraska,2013-06-01,2013,6,4.1
Nebraska,2013-07-01,2013,7,4.0
Nebraska,2013-08-01,2013,8,3.5
Nebraska,2013-09-01,2013,9,3.4
Nebraska,2013-10-01,2013,10,3.3
Nebraska,2013-11-01,2013,11,3.1
Nebraska,2013-12-01,2013,12,3.3
Nebraska,2014-01-01,2014,1,3.8
Nebraska,2014-02-01,2014,2,3.9
Nebraska,2014-03-01,2014,3,3.9
Nebraska,2014-04-01,2014,4,3.1
Nebraska,2014-05-01,2014,5,3.1
Nebraska,2014-06-01,2014,6,3.4
Nebraska,2014-07-01,2014,7,3.6
Nebraska,2014-08-01,2014,8,3.1
Nebraska,2014-09-01,2014,9,2.9
Nebraska,2014-10-01,2014,10,2.7
Nebraska,2014-11-01,2014,11,2.6
Nebraska,2014-12-01,2014,12,2.8
Nebraska,2015-01-01,2015,1,3.3
Nebraska,2015-02-01,2015,2,3.1
Nebraska,2015-03-01,2015,3,3.1
Nebraska,2015-04-01,2015,4,2.8
Nebraska,2015-05-01,2015,5,2.9
Nebraska,2015-06-01,2015,6,3.2
Nebraska,2015-07-01,2015,7,3.3
Nebraska,2015-08-01,2015,8,2.9
Nebraska,2015-09-01,2015,9,2.7
Nebraska,2015-10-01,2015,10,2.8
Nebraska,2015-11-01,2015,11,2.7
Nebraska,2015-12-01,2015,12,2.9
Nebraska,2016-01-01,2016,1,3.3
Nebraska,2016-02-01,2016,2,3.3
Nebraska,2016-03-01,2016,3,3.3
Nebraska,2016-04-01,2016,4,3.0
Nebraska,2016-05-01,2016,5,2.8
Nebraska,2016-06-01,2016,6,3.4
Nebraska,2016-07-01,2016,7,3.4
Nebraska,2016-08-01,2016,8,3.1
Nebraska,2016-09-01,2016,9,3.0
Nebraska,2016-10-01,2016,10,3.1
Nebraska,2016-11-01,2016,11,2.8
Nebraska,2016-12-01,2016,12,3.0
Nebraska,2017-01-01,2017,1,3.5
Nebraska,2017-02-01,2017,2,3.3
Nebraska,2017-03-01,2017,3,3.0
Nebraska,2017-04-01,2017,4,2.8
Nebraska,2017-05-01,2017,5,2.8
Nebraska,2017-06-01,2017,6,3.1
Nebraska,2017-07-01,2017,7,3.1
Nebraska,2017-08-01,2017,8,2.9
Nebraska,2017-09-01,2017,9,2.7
Nebraska,2017-10-01,2017,10,2.5
Nebraska,2017-11-01,2017,11,2.7
Nebraska,2017-12-01,2017,12,2.9
Nebraska,2018-01-01,2018,1,3.2
Nebraska,2018-02-01,2018,2,3.3
Nebraska,2018-03-01,2018,3,3.1
Nebraska,2018-04-01,2018,4,2.8
Nebraska,2018-05-01,2018,5,2.7
Nebraska,2018-06-01,2018,6,3.2
Nebraska,2018-07-01,2018,7,3.1
Nebraska,2018-08-01,2018,8,2.8
Nebraska,2018-09-01,2018,9,2.6
Nebraska,2018-10-01,2018,10,2.7
Nebraska,2018-11-01,2018,11,2.5
Nebraska,2018-12-01,2018,12,2.9
Nebraska,2019-01-01,2019,1,3.5
Nebraska,2019-02-01,2019,2,3.4
Nebraska,2019-03-01,2019,3,3.4
Nebraska,2019-04-01,2019,4,2.9
